date;IndustryAdType;ProgramName;Intentionality
5.18.2019;Healthy Fast Food Chain;Fix and Flip;0.023
5.18.2019;Healthy Fast Food Chain;Fix and Flip;0.023
5.18.2019;Healthy Fast Food Chain;Portable Homes;-0.068
5.18.2019;Healthy Fast Food Chain;Portable Homes;-0.068
5.18.2019;Healthy Fast Food Chain;Sister Home Sellers;0.256
5.18.2019;Healthy Fast Food Chain;Sister Home Sellers;0.256
5.18.2019;Healthy Fast Food Chain;New Gal;-0.198
5.18.2019;Healthy Fast Food Chain;Planet Hypothesis;0.152
5.18.2019;Healthy Fast Food Chain;Planet Hypothesis;0.152
5.18.2019;Popular Soft Drink;Rescue Squad;0.417
5.18.2019;Popular Soft Drink;Fix and Flip;0.023
5.18.2019;Popular Soft Drink;Portable Homes;-0.068
5.18.2019;Popular Soft Drink;Sister Home Sellers;0.256
5.18.2019;Retail Big Box Store;Together Forever;-0.052
5.18.2019;Retail Big Box Store;Together Forever;-0.052
5.18.2019;Retail Big Box Store;Waltzing with the Famous;0.233
5.18.2019;Retail Big Box Store;Orlando Vice;0.086
5.18.2019;Retail Big Box Store;Orlando Vice;0.086
5.18.2019;Retail Big Box Store;Maui Five Ten;0.232
5.18.2019;Retail Big Box Store;Maui Five Ten;0.232
5.18.2019;Retail Big Box Store;Rescue Squad;0.417
5.18.2019;Retail Big Box Store;Family Fraud;-0.022
5.18.2019;Retail Big Box Store;Tours of the Wild West;-0.032
5.18.2019;Retail Big Box Store;Freaky Vacations;-0.094
5.18.2019;Retail Big Box Store;The Young and the Reckless;-0.178
5.18.2019;Retail Big Box Store;The Young and the Reckless;-0.178
5.18.2019;Retail Big Box Store;Tonight Tonight;0.09
5.18.2019;Retail Big Box Store;Tonight Tonight;0.09
5.18.2019;Retail Big Box Store;Late Hours;0.125
5.18.2019;Retail Big Box Store;Late Hours;0.125
5.18.2019;Retail Big Box Store;Nightly News Stories;-0.003
5.18.2019;Retail Big Box Store;Fix and Flip;0.023
5.18.2019;Retail Big Box Store;Fix and Flip;0.023
5.18.2019;Retail Big Box Store;Portable Homes;-0.068
5.18.2019;Retail Big Box Store;Sister Home Sellers;0.256
5.18.2019;Retail Big Box Store;Sister Home Sellers;0.256
5.18.2019;Retail Big Box Store;New Gal;-0.198
5.18.2019;Retail Big Box Store;Planet Hypothesis;0.152
5.18.2019;Retail Big Box Store;Planet Hypothesis;0.152
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.052
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.052
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.233
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.233
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.086
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.086
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.232
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.417
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.417
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;-0.022
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Tours of the Wild West;-0.032
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Freaky Vacations;-0.094
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;The Young and the Reckless;-0.178
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;The Young and the Reckless;-0.178
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.09
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;0.125
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;-0.003
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.023
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.023
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Daybreak Dish;-0.036
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.068
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.068
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.256
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.256
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.198
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.198
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.152
5.18.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.152
5.25.2019;Healthy Fast Food Chain;Waltzing with the Famous;0.233
5.25.2019;Healthy Fast Food Chain;Orlando Vice;0.086
5.25.2019;Healthy Fast Food Chain;Maui Five Ten;0.232
5.25.2019;Healthy Fast Food Chain;Maui Five Ten;0.232
5.25.2019;Healthy Fast Food Chain;Family Fraud;-0.022
5.25.2019;Healthy Fast Food Chain;Tours of the Wild West;-0.032
5.25.2019;Healthy Fast Food Chain;Tours of the Wild West;-0.032
5.25.2019;Healthy Fast Food Chain;Nightly News Stories;-0.003
5.25.2019;Healthy Fast Food Chain;Nightly News Stories;-0.003
5.25.2019;Healthy Fast Food Chain;Fix and Flip;0.023
5.25.2019;Healthy Fast Food Chain;Fix and Flip;0.023
5.25.2019;Healthy Fast Food Chain;Sister Home Sellers;0.256
5.25.2019;Healthy Fast Food Chain;New Gal;-0.198
5.25.2019;Healthy Fast Food Chain;Planet Hypothesis;0.152
5.25.2019;Healthy Fast Food Chain;Planet Hypothesis;0.152
5.25.2019;Retail Big Box Store;Together Forever;-0.052
5.25.2019;Retail Big Box Store;Together Forever;-0.052
5.25.2019;Retail Big Box Store;Orlando Vice;0.086
5.25.2019;Retail Big Box Store;Orlando Vice;0.086
5.25.2019;Retail Big Box Store;Maui Five Ten;0.232
5.25.2019;Retail Big Box Store;Maui Five Ten;0.232
5.25.2019;Retail Big Box Store;Rescue Squad;0.417
5.25.2019;Retail Big Box Store;Family Fraud;-0.022
5.25.2019;Retail Big Box Store;Tours of the Wild West;-0.032
5.25.2019;Retail Big Box Store;Tonight Tonight;0.09
5.25.2019;Retail Big Box Store;Late Hours;0.125
5.25.2019;Retail Big Box Store;Nightly News Stories;-0.003
5.25.2019;Retail Big Box Store;Fix and Flip;0.023
5.25.2019;Retail Big Box Store;Fix and Flip;0.023
5.25.2019;Retail Big Box Store;Portable Homes;-0.068
5.25.2019;Retail Big Box Store;Sister Home Sellers;0.256
5.25.2019;Retail Big Box Store;Sister Home Sellers;0.256
5.25.2019;Retail Big Box Store;Planet Hypothesis;0.152
5.25.2019;Retail Big Box Store;Planet Hypothesis;0.152
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.052
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.052
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.233
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.233
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.086
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.086
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.232
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.232
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.417
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.417
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;-0.022
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.172
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.172
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Tours of the Wild West;-0.032
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Tours of the Wild West;-0.032
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.09
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;0.125
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;-0.003
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;-0.003
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.023
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.023
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Daybreak Dish;-0.036
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.068
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.068
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.256
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.256
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.198
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.198
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.152
5.25.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.152
06.01.2019;Healthy Fast Food Chain;Orlando Vice;0.086
06.01.2019;Healthy Fast Food Chain;Tours of the Wild West;-0.032
06.01.2019;Healthy Fast Food Chain;Tonight Tonight;0.09
06.01.2019;Healthy Fast Food Chain;Nightly News Stories;-0.003
06.01.2019;Healthy Fast Food Chain;Fix and Flip;0.023
06.01.2019;Healthy Fast Food Chain;Fix and Flip;0.023
06.01.2019;Healthy Fast Food Chain;Portable Homes;-0.068
06.01.2019;Healthy Fast Food Chain;Sister Home Sellers;0.256
06.01.2019;Healthy Fast Food Chain;New Gal;-0.198
06.01.2019;Healthy Fast Food Chain;Planet Hypothesis;0.152
06.01.2019;Healthy Fast Food Chain;Planet Hypothesis;0.152
06.01.2019;Popular Soft Drink;Rescue Squad;0.417
06.01.2019;Popular Soft Drink;Fix and Flip;0.023
06.01.2019;Popular Soft Drink;Sister Home Sellers;0.256
06.01.2019;Retail Big Box Store;Together Forever;-0.052
06.01.2019;Retail Big Box Store;Orlando Vice;0.086
06.01.2019;Retail Big Box Store;Maui Five Ten;0.232
06.01.2019;Retail Big Box Store;Rescue Squad;0.417
06.01.2019;Retail Big Box Store;Family Fraud;-0.022
06.01.2019;Retail Big Box Store;Tours of the Wild West;-0.032
06.01.2019;Retail Big Box Store;Tonight Tonight;0.09
06.01.2019;Retail Big Box Store;Late Hours;0.125
06.01.2019;Retail Big Box Store;Fix and Flip;0.023
06.01.2019;Retail Big Box Store;Fix and Flip;0.023
06.01.2019;Retail Big Box Store;Portable Homes;-0.068
06.01.2019;Retail Big Box Store;Sister Home Sellers;0.256
06.01.2019;Retail Big Box Store;Sister Home Sellers;0.256
06.01.2019;Retail Big Box Store;New Gal;-0.198
06.01.2019;Retail Big Box Store;Planet Hypothesis;0.152
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.052
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.052
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.233
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.233
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.086
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.086
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.232
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.417
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.417
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;-0.022
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.172
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Tours of the Wild West;-0.032
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Tours of the Wild West;-0.032
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.09
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;0.125
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;-0.003
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.023
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.023
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Daybreak Dish;-0.036
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.068
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.068
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.256
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.256
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.198
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.198
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.152
06.01.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.152
06.08.2019;Healthy Fast Food Chain;See and Sold;0.325
06.08.2019;Healthy Fast Food Chain;Waltzing with the Famous;0.233
06.08.2019;Healthy Fast Food Chain;Waltzing with the Famous;0.233
06.08.2019;Healthy Fast Food Chain;Orlando Vice;0.086
06.08.2019;Healthy Fast Food Chain;Orlando Vice;0.086
06.08.2019;Healthy Fast Food Chain;Maui Five Ten;0.232
06.08.2019;Healthy Fast Food Chain;Tours of the Wild West;-0.032
06.08.2019;Healthy Fast Food Chain;Tours of the Wild West;-0.032
06.08.2019;Healthy Fast Food Chain;Nightly News Stories;-0.003
06.08.2019;Healthy Fast Food Chain;Nightly News Stories;-0.003
06.08.2019;Healthy Fast Food Chain;Fix and Flip;0.023
06.08.2019;Healthy Fast Food Chain;Fix and Flip;0.023
06.08.2019;Healthy Fast Food Chain;Portable Homes;-0.068
06.08.2019;Healthy Fast Food Chain;Sister Home Sellers;0.256
06.08.2019;Healthy Fast Food Chain;New Gal;-0.198
06.08.2019;Healthy Fast Food Chain;Planet Hypothesis;0.152
06.08.2019;Healthy Fast Food Chain;Planet Hypothesis;0.152
06.08.2019;Popular Soft Drink;Rescue Squad;0.417
06.08.2019;Popular Soft Drink;Fix and Flip;0.023
06.08.2019;Popular Soft Drink;Portable Homes;-0.068
06.08.2019;Popular Soft Drink;Sister Home Sellers;0.256
06.08.2019;Retail Big Box Store;See and Sold;0.325
06.08.2019;Retail Big Box Store;See and Sold;0.325
06.08.2019;Retail Big Box Store;Together Forever;-0.052
06.08.2019;Retail Big Box Store;Together Forever;-0.052
06.08.2019;Retail Big Box Store;Orlando Vice;0.086
06.08.2019;Retail Big Box Store;Maui Five Ten;0.232
06.08.2019;Retail Big Box Store;Rescue Squad;0.417
06.08.2019;Retail Big Box Store;Family Fraud;-0.022
06.08.2019;Retail Big Box Store;Tours of the Wild West;-0.032
06.08.2019;Retail Big Box Store;Tonight Tonight;0.09
06.08.2019;Retail Big Box Store;Tonight Tonight;0.09
06.08.2019;Retail Big Box Store;Fix and Flip;0.023
06.08.2019;Retail Big Box Store;Fix and Flip;0.023
06.08.2019;Retail Big Box Store;Portable Homes;-0.068
06.08.2019;Retail Big Box Store;Sister Home Sellers;0.256
06.08.2019;Retail Big Box Store;Sister Home Sellers;0.256
06.08.2019;Retail Big Box Store;Planet Hypothesis;0.152
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;See and Sold;0.325
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;See and Sold;0.325
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.052
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.052
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.233
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.233
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.086
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.086
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.232
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.232
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.417
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.417
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;-0.022
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.172
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Tours of the Wild West;-0.032
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.09
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;0.125
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;-0.003
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;-0.003
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.023
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.023
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Daybreak Dish;-0.036
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.068
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.068
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.256
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.256
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.198
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.198
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.152
06.08.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.152
6.15.2019;Healthy Fast Food Chain;Orlando Vice;0.086
6.15.2019;Healthy Fast Food Chain;Maui Five Ten;0.232
6.15.2019;Healthy Fast Food Chain;Family Fraud;-0.022
6.15.2019;Healthy Fast Food Chain;Tours of the Wild West;-0.032
6.15.2019;Healthy Fast Food Chain;Tours of the Wild West;-0.032
6.15.2019;Healthy Fast Food Chain;Tonight Tonight;0.09
6.15.2019;Healthy Fast Food Chain;Nightly News Stories;-0.003
6.15.2019;Healthy Fast Food Chain;Fix and Flip;0.023
6.15.2019;Healthy Fast Food Chain;Portable Homes;-0.068
6.15.2019;Healthy Fast Food Chain;Sister Home Sellers;0.256
6.15.2019;Healthy Fast Food Chain;Sister Home Sellers;0.256
6.15.2019;Healthy Fast Food Chain;New Gal;-0.198
6.15.2019;Healthy Fast Food Chain;New Gal;-0.198
6.15.2019;Healthy Fast Food Chain;Planet Hypothesis;0.152
6.15.2019;Healthy Fast Food Chain;Planet Hypothesis;0.152
6.15.2019;Popular Soft Drink;Rescue Squad;0.417
6.15.2019;Popular Soft Drink;Fix and Flip;0.023
6.15.2019;Popular Soft Drink;Sister Home Sellers;0.256
6.15.2019;Popular Soft Drink;New Gal;-0.198
6.15.2019;Retail Big Box Store;See and Sold;0.325
6.15.2019;Retail Big Box Store;Together Forever;-0.052
6.15.2019;Retail Big Box Store;Together Forever;-0.052
6.15.2019;Retail Big Box Store;Orlando Vice;0.086
6.15.2019;Retail Big Box Store;Maui Five Ten;0.232
6.15.2019;Retail Big Box Store;Rescue Squad;0.417
6.15.2019;Retail Big Box Store;Tours of the Wild West;-0.032
6.15.2019;Retail Big Box Store;Tonight Tonight;0.09
6.15.2019;Retail Big Box Store;Late Hours;0.125
6.15.2019;Retail Big Box Store;Nightly News Stories;-0.003
6.15.2019;Retail Big Box Store;Fix and Flip;0.023
6.15.2019;Retail Big Box Store;Fix and Flip;0.023
6.15.2019;Retail Big Box Store;Portable Homes;-0.068
6.15.2019;Retail Big Box Store;International Villas;0.17
6.15.2019;Retail Big Box Store;Sister Home Sellers;0.256
6.15.2019;Retail Big Box Store;Sister Home Sellers;0.256
6.15.2019;Retail Big Box Store;New Gal;-0.198
6.15.2019;Retail Big Box Store;Planet Hypothesis;0.152
6.15.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;See and Sold;0.325
6.15.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;See and Sold;0.325
6.15.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.052
6.15.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.233
6.15.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.232
6.15.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.417
6.15.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.417
6.15.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;-0.022
6.15.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.172
6.15.2019;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.172
